"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","0.137931034482759"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","0.166666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","0.166666666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","PCT","Percent","2018","","","","1.26865671641791"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","PCT","Percent","2017","","","","1.26865671641791"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","PCT","Percent","2018","","","","0.720588235294118"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","PCT","Percent","2017","","","","0.720588235294118"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","PCT","Percent","2018","","","","0.740740740740741"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","PCT","Percent","2017","","","","0.740740740740741"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","PCT","Percent","2018","","","","0.697278911564626"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","0.697278911564626"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","PCT","Percent","2018","","","","0.681818181818182"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","13","Lac; gums, resins and other vegetable saps and extracts","A","Annual","A","Annual","PCT","Percent","2017","","","","0.681818181818182"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2018","","","","1.82291666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","15","Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","1.82291666666667"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2018","","","","1.07142857142857"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","16","Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates","A","Annual","A","Annual","PCT","Percent","2017","","","","1.07142857142857"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2017","","","","1.79411764705882"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","17","Sugars and sugar confectionery","A","Annual","A","Annual","PCT","Percent","2018","","","","1.79411764705882"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","2.27272727272727"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","18","Cocoa and cocoa preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","2.27272727272727"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2017","","","","3.84210526315789"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","19","Preparations of cereals, flour, starch or milk; pastrycooks' products","A","Annual","A","Annual","PCT","Percent","2018","","","","3.84210526315789"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2017","","","","4.31"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","20","Preparations of vegetables, fruit, nuts or other parts of plants","A","Annual","A","Annual","PCT","Percent","2018","","","","4.31"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2017","","","","1.09375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","21","Miscellaneous edible preparations","A","Annual","A","Annual","PCT","Percent","2018","","","","1.09375"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2017","","","","4.05448717948718"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","22","Beverages, spirits and vinegar","A","Annual","A","Annual","PCT","Percent","2018","","","","4.05448717948718"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","23","Residues and waste from the food industries; prepared animal fodder","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","24","Tobacco and manufactured tobacco substitutes","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2018","","","","0.772058823529412"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","25","Salt; sulphur; earths and stone; plastering materials, lime and cement","A","Annual","A","Annual","PCT","Percent","2017","","","","0.772058823529412"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2017","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","26","Ores, slag and ash","A","Annual","A","Annual","PCT","Percent","2018","","","","0"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2018","","","","0.297619047619048"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","A","Annual","A","Annual","PCT","Percent","2017","","","","0.297619047619048"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2018","","","","0.421455938697318"
"MFN by detailed HS codes (2,4,6 digit)","HS_A_0010","HS MFN - Simple average ad valorem duty","036","AUS","Australia","-","","-","HS","Harmonized System","28","Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes","A","Annual","A","Annual","PCT","Percent","2017","","","","0.421455938697318"
